0.0 , 9584 , P
0.033 , 8069 , P
0.066 , 5493 , P
0.099 , 1731 , P
0.132 , 1867 , P
0.165 , 1743 , P
0.198 , 1909 , P
0.231 , 2016 , P
0.264 , 2187 , P
0.29700000000000004 , 2618 , P
0.33000000000000007 , 2213 , P
0.3630000000000001 , 2088 , P
0.39600000000000013 , 1821 , P
0.42900000000000016 , 2216 , P
0.4620000000000002 , 2234 , P
0.4950000000000002 , 1493 , P
0.5280000000000002 , 1806 , P
0.5610000000000003 , 1576 , P
0.5940000000000003 , 1843 , P
0.6270000000000003 , 2201 , P
0.6600000000000004 , 3096 , P
0.6930000000000004 , 3590 , P
0.7260000000000004 , 2101 , P
0.7590000000000005 , 1879 , P
0.7920000000000005 , 1812 , P
0.8250000000000005 , 1857 , P
0.8580000000000005 , 2202 , P
0.8910000000000006 , 2635 , P
0.9240000000000006 , 2969 , P
0.9570000000000006 , 3056 , P
0.9900000000000007 , 1376 , P
1.0230000000000006 , 1260 , P
1.0560000000000005 , 1525 , P
1.0890000000000004 , 1863 , P
1.1220000000000003 , 2768 , P
1.1550000000000002 , 2792 , P
1.1880000000000002 , 2131 , P
1.221 , 2972 , P
1.254 , 2015 , P
1.287 , 1910 , P
1.3199999999999998 , 2683 , P
1.3529999999999998 , 2622 , P
1.3859999999999997 , 2421 , P
1.4189999999999996 , 2880 , P
1.4519999999999995 , 2567 , P
1.4849999999999994 , 1579 , P
1.5179999999999993 , 1733 , P
1.5509999999999993 , 1583 , P
1.5839999999999992 , 1632 , P
1.616999999999999 , 2641 , P
1.649999999999999 , 2610 , P
1.682999999999999 , 2478 , P
1.7159999999999989 , 2243 , P
1.7489999999999988 , 1872 , P
1.7819999999999987 , 1994 , P
1.8149999999999986 , 2070 , P
1.8479999999999985 , 2333 , P
1.8809999999999985 , 2175 , P
1.9139999999999984 , 1490 , P
1.9469999999999983 , 10886 , I
1.9799999999999982 , 2640 , P
2.012999999999998 , 3430 , P
2.045999999999998 , 2001 , P
2.078999999999998 , 2434 , P
2.111999999999998 , 4112 , P
2.144999999999998 , 1559 , P
2.1779999999999977 , 1673 , P
2.2109999999999976 , 3440 , P
2.2439999999999976 , 4093 , P
2.2769999999999975 , 5392 , P
2.3099999999999974 , 2177 , P
2.3429999999999973 , 3391 , P
2.3759999999999972 , 2377 , P
2.408999999999997 , 2416 , P
2.441999999999997 , 1854 , P
2.474999999999997 , 2408 , P
2.507999999999997 , 1171 , P
2.540999999999997 , 2569 , P
2.5739999999999967 , 2860 , P
2.6069999999999967 , 2277 , P
2.6399999999999966 , 1851 , P
2.6729999999999965 , 2379 , P
2.7059999999999964 , 1123 , P
2.7389999999999963 , 1016 , P
2.7719999999999962 , 3095 , P
2.804999999999996 , 2604 , P
2.837999999999996 , 2660 , P
2.870999999999996 , 3084 , P
2.903999999999996 , 1252 , P
2.936999999999996 , 1228 , P
2.9699999999999958 , 1101 , P
3.0029999999999957 , 4917 , P
3.0359999999999956 , 944 , P
3.0689999999999955 , 1699 , P
3.1019999999999954 , 1648 , P
3.1349999999999953 , 2373 , P
3.1679999999999953 , 5303 , P
3.200999999999995 , 2752 , P
3.233999999999995 , 2659 , P
3.266999999999995 , 3281 , P
3.299999999999995 , 4002 , P
3.332999999999995 , 2842 , P
3.3659999999999948 , 2725 , P
3.3989999999999947 , 2618 , P
3.4319999999999946 , 2090 , P
3.4649999999999945 , 3260 , P
3.4979999999999944 , 2043 , P
3.5309999999999944 , 2997 , P
3.5639999999999943 , 2761 , P
3.596999999999994 , 2612 , P
3.629999999999994 , 2728 , P
3.662999999999994 , 2886 , P
3.695999999999994 , 1768 , P
3.728999999999994 , 1841 , P
3.761999999999994 , 1794 , P
3.7949999999999937 , 3087 , P
3.8279999999999936 , 2981 , P
3.8609999999999935 , 1565 , P
3.8939999999999935 , 1815 , P
3.9269999999999934 , 8484 , I
3.9599999999999933 , 721 , P
3.992999999999993 , 1925 , P
4.025999999999994 , 2288 , P
4.058999999999994 , 3505 , P
4.091999999999994 , 7531 , P
4.124999999999995 , 1397 , P
4.157999999999995 , 1077 , P
4.190999999999995 , 850 , P
4.223999999999996 , 588 , P
4.256999999999996 , 1359 , P
4.2899999999999965 , 6644 , P
4.322999999999997 , 1552 , P
4.355999999999997 , 1928 , P
4.388999999999998 , 1130 , P
4.421999999999998 , 1158 , P
4.454999999999998 , 2858 , P
4.487999999999999 , 7676 , P
4.520999999999999 , 1512 , P
4.553999999999999 , 1420 , P
4.587 , 1052 , P
4.62 , 898 , P
4.6530000000000005 , 1838 , P
4.686000000000001 , 4182 , P
4.719000000000001 , 3504 , P
4.752000000000002 , 2274 , P
4.785000000000002 , 1123 , P
4.818000000000002 , 1393 , P
4.851000000000003 , 2348 , P
4.884000000000003 , 3995 , P
4.917000000000003 , 3622 , P
4.950000000000004 , 2476 , P
4.983000000000004 , 2623 , P
5.0160000000000045 , 2169 , P
5.049000000000005 , 2082 , P
5.082000000000005 , 1661 , P
5.1150000000000055 , 2564 , P
5.148000000000006 , 3168 , P
5.181000000000006 , 2621 , P
5.214000000000007 , 2178 , P
5.247000000000007 , 2072 , P
